b	爱
smdfn	將軍金甲夜不脱
pjvmc	獨憐幽草澗邊生
dvrmh	寒山轉蒼翠
rrsqc	颯颯東風細雨來
smkcd	村莊兒女各當家
wsmcv	倚杖聽江聲
yyqlw	無限風光盡被佔
ddwll	誰家今夜扁舟子
skmxm	魂魄不曾來入夢
mhkkf	驚起卻回頭
nljwx	月夜憶舍弟
wttcc	何當載酒來
jwkdb	知他故宮何處
yvldb	簫鼓哀吟感鬼神
fvltv	五嶺皆炎熱
sdjhg	晝出耘田夜績麻
tjshj	幹惟畫肉不畫骨
vdbrd	聲喧亂石中
jpqtk	過春風十里
nwlmc	主人忘歸客不發
mmysv	蒼蒼竹林寺
hkshk	男兒本自重橫行
wcmjn	人生有情淚沾臆
mjywl	有恨無人省
myhwd	萬籟此俱寂
gkgjk	還從物外起田園
mjscg	昔日橫波目
rrtdc	間關鶯語花底滑
clrvd	又疑瑶臺鏡
fgcmc	蠶眠桑葉稀
vrtwl	都門帳飲無緒
tdjdw	煙銷日出不見人
lcxpm	纔始送春歸
smsjw	桃花盡日隨流水
kswbv	鄉書何處達
rfsty	開元二十六年
kcmjw	古來萬事東流水
msmbd	聯翩萬馬來無數
thbkv	尚思爲國戍輪臺
wmgwr	偏驚物候新
mlmcx	有約不來過夜半
rlbml	童孫未解供耕織
cttsy	江南逢李龜年
njskv	月明松下房櫳靜
rncdd	瑞腦消金獸
vhcwk	對此如何不淚垂
vsqpj	遠慰風雨夕
dmgcd	中軍置酒飲歸客
mkrvm	不覺碧山暮
kkkbv	須行卽騎訪名山
cmcch	洞在清溪何處邊
mncss	落月滿屋樑
crkkh	世間行樂亦如此
wlwjj	今夜偏知春氣暖
sqjgm	東風暗換年華
sjsrn	盡日君王看不足
cstgj	敢將十指誇針巧
mkcck	落魄江湖載酒行
vylcs	報答平生未展眉
lpccl	細雨濕流光
kkmcw	往往取酒還獨傾
dgsgc	吟鞭東指卽天涯
djhjm	誠知此恨人人有
mgwsl	不把雙眉鬥畫長
dgvgw	官應老病休
hrkkd	忽聞歌古調
lykvk	綠竹入幽徑
snllr	楚腰纖細掌中輕
lhmrv	終歲不聞絲竹聲
sgyjp	李廣無功緣數奇
dsstv	吳楚東南坼
ddkrd	吳中盛文史
jjpkg	日晏猶得眠
lpljj	孰雲網恢恢
csjmp	江東日暮雲
jvkjn	迢遞三巴路
stksn	二十四橋明月
wvjbw	飢者易爲食
kkcmy	徑須沽取對君酌
vgtxr	崔九堂前幾度聞
ksrdr	與君離别意
rvsrv	輪臺東門送君去
sctkd	斗酒十千恣歡謔
cjctc	移舟泊煙渚
xsgcj	半壁見海日
nwwbd	主人何爲言少錢
bcjjp	未妨惆悵是清狂
djmmn	别時茫茫江浸月
flkjh	一夜鄉心五處同
mkrym	散入珠簾濕羅幕
vjpcn	去時雪滿天山路
ckkmk	漢皇重色思傾國
fvswv	五嶽尋仙不辭遠
cvwbd	深山何處鐘
hjdlw	同是宦遊人
gyjgv	百年多病獨登臺
cjmmv	世事茫茫難自料
vrdlg	岐王宅裏尋常見
ccwhn	漠漠水田飛白鷺
fkkkh	我欲因之夢吳越
yrmjk	陳王昔時宴平樂
qgllf	風掣紅旗凍不翻
cwrws	潦倒新停濁酒杯
mklcd	萬里悲秋常作客
vymld	去年花裏逢君别
llmpr	紛紛暮雪下轅門
llmnd	牽衣頓足攔道哭
txshx	直道相思了無益
mvlsj	花近高樓傷客心
rwmsv	妾住在橫塘
djffd	遺恨失吞吳
wjrwr	停船暫借問
sdwbw	君家何處住
stksm	二十四橋仍在
mfjnc	共看明月應垂淚
yygsf	陰陰夏木囀黃鸝
pcrrg	春愁黯黯獨成眠
flkwk	一夜徵人盡望鄉
pfmjm	狐裘不暖錦衾薄
ksywk	古木無人徑
djgcw	家臨九江水
fvwcl	一聲何滿子
wwjmk	今人多不彈
ckskl	來從楚國遊
prgrw	獨立揚新令
qcmwk	風波不信菱枝弱
bsfwk	爲君翻作琵琶行
pbrwm	猶爲離人照落花
lkjyy	緩歌慢舞凝絲竹
jysll	昭陽殿裏恩愛絶
rvgnd	輪臺九月風夜吼
dvtjp	哭聲直上幹雲霄
dgcjk	唯見江心秋月白
yvdcw	西山寇盜莫相侵
lychl	斷無消息石榴紅
dwpkh	咬人狗兒不露齒
cgcwf	洞庭秋水遠連天
wymyy	今年歡笑復明年
hhdcr	歲歲金河復玉關
prlst	獨立小橋風滿袖
pcsjw	春來遍是桃花水
vdsxg	山中相送罷
svjpm	林表明霽色
cvmrj	渡遠荆門外
cvkcb	河聲入海遥
tdmms	朝别黃鶴樓
clmsd	生小不相識
kvdmr	泉聲咽危石
rnyfd	親朋無一字
kkkkk	故國三千里
wncbd	水月通禪寂
pmjyl	春草明年綠
kwlmj	哥舒夜帶刀
kjjhk	或恐是同鄉
cvgcw	來去九江側
vbjyj	山愛夕陽時
wmgwm	似花還似非花
mcghv	共來百越文身地
dkjlc	謝公最小偏憐女
ddcvb	寂寂江山摇落處
xwtky	美人帳下猶歌舞
mmmsl	芭蕉不展丁香結
jswjc	憐君何事到天涯
mrbdc	蓬門未識綺羅香
gvmgs	塵埃不見咸陽橋
cjsvg	移船相近邀相見
sswgs	枯松倒掛倚絶壁
ttbyr	朝朝馬策與刀環
qtmjd	蠟燭有心還惜别
frrrh	我聞琵琶已嘆息
mbfwl	莫辭更坐彈一曲
kstxl	與君營奠復營齋
dmpjd	諸葛大名垂宇宙
ltdls	衣裳已施行看盡
jhcrd	骨肉流離道路中
cvjld	潘岳悼亡猶費詞
yycst	隱隱飛橋隔野煙
cwccd	淥水盪漾清猿啼
yslnk	西樓望月幾回圓
mkmjj	萬里歸心對月明
mkwcs	不辨仙源何處尋
sfyly	顧我無衣搜藎篋
ccytr	漂泊西南天地間
mxkmg	也曾因夢送錢財
fjwrg	天上人間會相見
kwjsy	徒令上將揮神筆
dfdyr	鈿頭銀篦擊節碎
gmtlm	九華帳裏夢魂驚
dlpmr	針線猶存未忍開
wrbhv	人間亦自有丹丘
jpljj	惜春長怕花開早
kwcsj	行人刁斗風沙暗
kydds	三年謫宦此棲遲
vdhvs	山中習靜觀朝槿
dcwgs	銀河倒掛三石樑
rxcdw	聞道漢家天子使
wjmry	今日花開又一年
cwylw	鄧攸無子尋知命
dsbfm	請君爲我側耳聽
npdvc	月露誰教桂葉香
krdmm	白門寥落意多違
ywrsp	隔水問樵夫
fglrs	手持綠玉杖
cfccv	浮天滄海遠
mhdcf	散步咏涼天
qdfvm	風鳴兩岸葉
ktjkv	徒勞恨費聲
hjltw	同是長幹人
mgcyh	歸雁洛陽邊
rlmmm	王孫歸不歸
brmsv	魚龍聽梵聲
ldrfb	空中聞天雞
pvkvj	雷鼓動山川
ccmlj	泠泠七絃上
mbsnf	萬壑樹參天
wjchf	信知生男惡
msplj	危檣獨夜舟
xkwtl	羌戎賀勞旋
cpjdw	疏雨過中條
fpmpm	殘雲歸太華
jsscl	懷君屬秋夜
kpysj	白雲無盡時
cdsty	深宮二十年
yjfbf	陰晴衆壑殊
jmhfd	恍驚起而長嗟
wcckt	水澹澹兮生煙
hsjck	忽魂悸以魄動
mmcms	落葉添薪仰古槐
wvjwj	但教心似金鈿堅
pmjyc	猶帶昭陽日影來
glbyp	排空馭氣奔如電
cdjyr	漢口夕陽斜渡鳥
qfcjd	風頭如刀面如割
phrsk	猶自音書滯一鄉
dsmgj	唯將舊物表深情
mkjql	萬古惟留楚客悲
jdvgd	臨别殷勤重寄詞
mkdlp	萬里寒光生積雪
cmpsk	秋草獨尋人去後
sdtwj	樵客初傳漢姓名
gngsh	捫參歷井仰脅息
pdpsd	雨中春樹萬人家
mmddl	蓬萊宮中日月長
crmxm	漢文有道恩猶薄
cfggd	以手撫膺坐長嘆
tsmjw	尚想舊情憐婢僕
ljrmr	平明閭巷掃花開
wydlg	他年錦裏經祠廟
mydgr	暮年詩賦動江關
fdpkc	殘宵猶得夢依稀
lgyrr	終見降王走傳車
wjwdm	今日俸錢過十萬
cwccd	泥他沽酒拔金釵
dslgj	寒林空見日斜時
hjlpj	翠影紅霞映朝日
crhdd	又聞此語重喞喞
djdwl	宗臣遺像肅清高
wclwh	他生緣會更難期
fclnv	五溪衣服共雲山
ypflm	陽春一曲和皆難
wsdsv	何用别尋方外去
cwyjj	湘水無情吊豈知
dkdbm	謝公宿處今尚在
mccbk	運移漢祚終難復
vdkcc	幽咽泉流水下灘
kmlnm	野蔬充膳甘長藿
lkksf	終古垂楊有暮鴉
rxkcd	聞道欲來相問訊
kjkng	可憐後主還祠廟
kffyc	回看天際下中流
rjtmd	新鬼煩冤舊鬼哭
jjrpl	悵臥新春白袷衣
trsky	支離東北風塵際
cprcs	愁雲黲淡萬里凝
hkdmk	田園寥落干戈後
jsllg	惟將終夜長開眼
kmlcc	三萬裏河東入海
plgsd	雲髻罷梳還對鏡
hmswl	翠華想像空山裏
bwjwh	爲人性僻耽佳句
jjmwv	悽悽不似向前聲
jfkvs	昇天入地求之遍
skclm	松下清齋折露葵
lgxvn	曲罷曾教善才服
rrmfm	玉顔不及寒鴉色
jjxvd	臨邛道士鴻都客
kwwkm	卻坐促弦弦轉急
bffbs	遥看一處攢雲樹
svjrd	尋聲暗問彈者誰
jrnbv	臥龍躍馬終黃土
kkmhw	千里不同風百里不同俗
wbkcp	何處得秋霜
fjjcr	天上星河轉
cvkfd	來對白頭吟
hlmsd	自小不相識
kkmdl	故園蕪已平
wjlkb	何日平胡虜
fsryj	一樹碧無情
kvkpl	北山白雲裏
ymbcs	簇帶爭濟楚
yyqvd	西陸蟬聲唱
cvjbw	渴者易爲飲
sclmw	本以高難飽
dtplw	寒燈獨夜人
mmwks	落葉他鄉樹
wrshk	傳聞至此回
tsjsm	煩君最相警
ghxfk	擇其善而從之
tkfmm	燭之武退秦師
scygs	書江西造口壁
chphm	江畔獨步尋花
tbmhb	被驅不異犬與雞
sfkjl	相看白刃血紛紛
rryhj	石磯西畔問漁船
mqwwm	花迎劍佩星初落
fjrrr	一川碎石大如鬥
ftwyn	升堂坐階新雨足
wymnl	今年花勝去年紅
btvgd	彩袖殷勤捧玉鍾
gyvjj	百年都是幾多時
psljr	奉帚平明金殿開
pgcmr	雨打梨花深閉門
vykjp	殺氣三時作陣雲
djgkl	論功還欲請長纓
tymhq	當年不肯嫁春風
lmysm	衣冠簡樸古風存
mfcll	蓬頭稚子學垂綸
ksmms	千村萬落生荆杞
vjyjg	巖上無心雲相逐
nnnkg	胳膊肘兒朝外拐
hkvkw	肯與鄰翁相對飲
lvmjc	孤城落日鬥兵稀
khjml	三邊曙色動危旌
dfyrv	言而無文行之不遠
jysjv	上無片瓦下無插針之地
smgll	君不見高堂明鏡悲白髮
snnfl	將熊熊一窩
cvjnf	敢教日月換新天
dkwbc	客從何處來
dkmwn	雖千萬人吾往矣
fxfck	吾道一以貫之
gjxjd	歷覽前賢國與家
dcsjb	誰敢橫刀立馬
fwkmm	而伯樂不常有
rmmpv	問蒼茫大地
sdcrw	到中流擊水
gmxcc	見不善如探湯
gxcmf	見善如不及
gvkcj	捲土重來未可知
mjrvj	有恆産者有恆心
sjyvv	相知無遠近
cmgbp	以萬物爲芻狗
mktbv	萬里尚爲鄰
rrhhv	環球同此涼熱
dkvfw	己欲達而達人
kfkmb	故天下莫能與之爭
wxcmb	水善利萬物而不爭
xwkwl	鄭伯克段於鄢
kjshv	重上井岡山
rxsmc	門前冷落鞍馬稀
dyflv	寒隨一夜去
pgffc	春逐五更來
kgbhb	行拂亂其所爲
dnmvl	雖然在城市
kckvv	欲流之遠者
mgmyy	萬物負陰而抱陽
lfccp	於我如浮雲
kkfcx	可下五洋捉鱉
fyrbd	而無車馬喧
vmmlj	青蒿黃韭試春盤
slqcp	東方風來滿眼春
mxfdd	不義而富且貴
cslxw	江東子弟多才俊
kljmy	衙齋臥聽蕭蕭竹
cksqd	漸覺東風料峭寒
fscwk	一橋飛架南北
mmsdy	黃鶴樓中吹玉笛
lgmwv	結廬在人境
jvvhw	心遠地自偏
fmvls	看萬山紅遍
lcbrm	長沙馬王堆漢墓
wjmdm	今日歡呼孫大聖
dlcpc	只緣妖霧又重來
kfgdh	垂死病中驚坐起
rdccv	玉宇澄清萬里埃
smfky	壯觀天下無
dfvpm	唯我彭大將軍
bdtck	禍患常積於忽微
mrjyv	花開時節動京城
kmlmd	國有疑難可問誰
swmvc	君今不幸離人世
cgcjj	以百姓心爲心
jkmvc	憶往昔崢嶸歲月稠
bfwkf	處衆人之所惡
fjtmg	及時當勉勵
qpmkv	風雨不動安如山
wblgl	化爲繞指柔
djkvs	已是懸崖百丈冰
fwmfs	兩隻黃鸝鳴翠柳
kxmnl	徒善不足以爲政
rrkfl	輕輕的我走了
vpmfc	青春不再來
slxcv	君子義以爲質
kbmcc	強虜灰飛煙滅
tkmww	南國有佳人
lknhk	柔弱勝剛強
yjrvj	無恆産者無恆心
gmcqp	夏有涼風冬有雪
dhjlm	喚起工農千百萬
mklcc	萬里長江橫渡
slkkq	君子之德風
lcfrc	正如我輕輕的來
mjhlm	不知其幾千裏也
mksyy	不可居無竹
dmjgk	言不順則事不成
mrcqj	蕭瑟秋風今又是
sflgc	柳亞子先生
jbwgg	快馬加鞭未下鞍
nwvmw	勝人者有力
yjymq	無災無難到公卿
bmpln	禍莫大於不知足
dgtsv	吊羅榮桓同志
lwyll	長命無絶衰
wjwry	便是人間好時節
mmmms	暮色蒼茫看勁松
dckxj	寧移白首之心
wvmmj	創業艱難百戰多
tmplk	咎莫大於欲得
kmkjg	學不成名誓不還
mcrlc	薄汗輕衣透
dmghm	唯有牡丹真國色
mgkkc	在夏後之世
bdlpx	鰥寡孤獨廢疾者皆有所養
ftmfk	吾十有五而志於學
frwwr	五音令人耳聾
djbkk	安知魚之樂
sblgt	木受繩則直
dlrgc	金就礪則利
kkkvm	古之學者必有師
kmmdk	回也不改其樂
vvxkk	反者道之動
fydgp	一篇讀罷頭飛雪
pqssw	春風楊柳萬千條
bskry	遥想公瑾當年
rsgmd	立根原在破巖中
swdkb	至今已覺不新鮮
ftmjc	我被聰明誤一生
dgjkb	銀鞍照白馬
gjkgv	憂民之憂者
kjkkv	樂民之樂者
jbghg	民亦憂其憂
bpjmn	彩雲易散琉璃脆
fcjbw	我如果愛你
fmhfm	天聽自我民聽
ywvvs	要似崑崙崩絶壁
wmvhg	人不堪其憂
fkksj	我欲與君相知
msmck	萬户蕭疏鬼唱歌
mxddc	莫道讒言如浪深
tkfyv	博學而篤志
fvfmk	一去一萬里
rswnf	問君何能爾
wwmfk	佳人難再得
gwrkk	則修文德以來之
sstcp	畫棟朝飛南浦雲
rymxp	珠簾暮卷西山雨
myrjf	若無閒事掛心頭
khfcl	從此天涯孤旅
cyfvl	汽笛一聲腸已斷
krmsj	千門萬户瞳瞳日
wcfcc	倒海翻江卷巨瀾
fdcjt	我言秋日勝春朝
xwlgm	善假於物也
bwfmc	愛水看花日日來
fbhfb	天視自我民視
gsfsv	拂盡五松山
gdgkr	打鐵先得自身硬
lkrvr	孩兒立志出鄉關
jdydv	曉戰隨金鼓
ktgwp	成由勤儉破由奢
wyflj	今年元夜時
jglkb	惟願孩兒愚且魯
xsybg	送東陽馬生序
ljjtt	紙船明燭照天燒
mrfvh	切問而近思
cgcbp	以百姓爲芻狗
fvwbr	五嶽倒爲輕
mmklj	芙蓉國裏盡朝暉
cslyb	以至於無爲
ddcct	寂寞嫦娥舒廣袖
yvvkj	無赫赫之功
tjkjy	賞心樂事誰家院
mltcf	草長鶯飛二月天
hvwrb	忽報人間曾伏虎
mcbfg	不敢爲天下先
qslls	風展紅旗如畫
wkkvw	今之學者爲人
kkkvd	古之學者爲己
lltcg	望斷南飛雁
mgvmk	萬物靜觀皆自得
jdlmv	慟哭六軍俱縞素
wwvkt	依依墟里煙
lgcsv	長夏江村事事幽
dcjjg	銀漢迢迢暗度
ffjmk	而衆星共之
ppgvs	大雪壓青松
smgdf	將軍百戰死
dyqqv	金陵鳳凰臺
tljvp	截斷巫山雲雨
rpmss	颯爽英姿五尺槍
prfmd	獨立而不改
wcybv	人生無處不青山
smmvp	梅花歡喜漫天雪
fkmgm	天下萬物生於有
srhrv	裝點此關山
jjvws	曖曖遠人村
fwwsk	我今停杯一問之
ksmmj	千村薜荔人遺矢
mgtyk	不見當年秦始皇
vckpw	熱淚欲零還住
lwblv	六億神州盡舜堯
nbmsp	肌膚若冰雪
ctwfv	江南佳麗地
jhsqk	忙趁東風放紙鳶
rfksk	離天三尺三
ffmlv	死而不亡者壽
fbtyl	吾未嘗無誨焉
rnvgd	文勝質則史
kmjkr	三軍過後盡開顔
wkcvx	申之以孝悌之義
hkkdv	思國之安者
slcbm	君子以爲猶告也
ymych	無花無酒鋤作田
ykcbs	無之以爲用
csclc	乘桴浮於海
svtym	壯士十年歸
ccccw	娉娉嫋嫋十三餘
kmxvb	故有道者不處
jchkx	必積其德義
vnrgk	質勝文則野
tsycc	冬至陽生春又來
dggkv	謹庠序之教
rwccj	颯沓如流星
kksmd	國之本在家
bcgyx	神女應無恙
fkljx	天下皆知美之爲美
fwlcs	我住長江尾
dvqpm	鐘山風雨起蒼黃
gvsst	拂堤楊柳醉春煙
chrcd	桑田碧海須臾改
mklvm	萬里長城今猶在
fjwjw	天時人事日相催
ygqlk	節物風光不相待
xjmcc	曾是驚鴻照影來
gcgwl	攜來百侶曾遊
khmnw	從此蕭郎是路人
ddlbj	戰錦方爲大問題
fbwtm	而亦何常師之有
lkmjj	長征不是難堪日
wcbdw	仁以爲己任
gfkmv	揮手從茲去
ljvjv	六盤山上高峰
vgjdd	遠則必忠之以言
tvrns	逢山開路遇水搭橋
cqmdd	清風不識字
cccky	渺滄海之一粟
jwlcw	才飲長沙水
dmykw	中有酥與飴
kmlhj	圖難於其易
flljr	甲光向日金鱗開
rltrg	珠纓炫轉星宿摇
rqfdk	玉螺一吹椎髻聳
tygdm	當年鏖戰急
ggtjk	摶摇直上九萬里
mkkfv	耳得之而爲聲
mgjyl	苔痕上階綠
kgycv	入則無法家拂士
hdlkl	趙客縵胡纓
jsvxn	照橫塘半天殘月
bplhl	爲大於其細
tkmwf	十四萬人齊解甲
ddppj	吳鉤霜雪明
wmtvd	伐薪燒炭南山中
cnylv	乘月醉高臺
llcsb	孔子登東山而小魯
qvpvm	風聲雨聲讀書聲聲聲入耳
fkmnb	天下莫能與之爭
scghr	賴以拄其間
cyjmk	以無事取天下
rpmcv	新雨帶秋嵐
cckwk	滄浪之水清兮
kvrkn	與山間之明月
srvff	刺破青天鍔未殘
kkwxc	且須飲美酒
jsktj	過盡千帆皆不是
dktyc	記得當年草上飛
jljqp	多少悽風苦雨
fjkfj	一日復一日
jkmgn	民德歸厚矣
llbpt	結髮爲夫妻
kdlcv	與諸子登峴山
jlfch	才了蠶桑又插田
jcdfc	最好金龜換酒
dbpfl	宜未雨而綢繆
fcvjl	更那堪悽然相向
pqsjm	春風柳上歸
jcjkq	惟江上之清風
kpftr	微雨衆卉新
ygkgk	覆壓三百餘里
djkjj	家事國事天下事事事關心
kbfkd	故爲天下貴
vvjmm	糟丘是蓬萊
llktp	夜市千燈照碧雲
jklkc	上下交徵利
gkjwv	蜀國多仙山
cgnsm	飛揚跋扈爲誰雄
fdkdk	一諾千金重
mlcrv	耳裏如聞飢凍聲
wmjhh	坐觸鴛鴦起
bnrjm	虎踞龍盤今勝昔
gcljm	接漢疑星落
jgvgd	心憂炭賤願天寒
ljdmm	方顯出英雄本色
mmkyv	草色入簾青
dgkbq	銀鞍白馬度春風
lsjsv	雜樹晚相迷
lyjjp	少年心事當拿雲
dhgdc	吳剛捧出桂花酒
mvkdc	蟹螯卽金液
wswnk	依樓似月懸
mkmmy	在德不在險
fkksk	天下之本在國
dyvkg	談笑凱歌還
lsltl	高樓紅袖客紛紛
mlkpr	萬方樂奏有于闐
mkkfd	不可得而貴
sldxw	君子謀道不謀食
kjnkl	與日月兮齊光
wckmj	人生樂在相知心
lkcfk	正得秋而萬寶成
dpdtc	諫太宗十思疏
ykkyt	要須回舞袖
jltjv	曙光初照演兵場
mdmkw	不貴難得之貨
jdbwm	心中爲念農桑苦
bbwmt	虎視何雄哉
ppbfm	狂飆爲我從天落
wtpkn	今朝霜重東門路
yjlkj	無是非之心
mrmmj	花開花落二十日
yxdmk	隨着中華民族的
fdbkr	一言爲重百金輕
wbpcj	何處春江無月明
klgsm	故穿庭樹作飛花
njjhk	路曼曼其修遠兮
mkksk	萬里可橫行
ldljg	長安市上酒家眠
bvdgx	驪山語罷清宵半
kpkcj	白雪卻嫌春色晚
bvwvd	爲報傾城隨太守
mfrvw	不求聞達於諸侯
kmkkr	故不可得而親
kfmkm	惑而不從師
mkkfg	不可得而賤
lcmcw	紉秋蘭以爲佩
kylkl	國際悲歌歌一曲
mchjy	黃洋界上炮聲隆
dvfrn	銅鼓一擊文身踊
pcfmd	春來我不先開口
jjjsl	最憶是杭州
ycbsl	無以爲君子
nkjsm	然後知松柏之後凋也
fyfgf	一年一度秋風勁
fyyls	五陵年少金市東
vcwxm	所以傳道受業解惑也
hbjpk	甚愛必大費
kkmkg	故鄉不可見
kmlgk	復歸於嬰兒
cyrvc	好竹連山覺筍香
whcvc	飲其流者懷其源
slfdd	君子求諸己
mwnwy	不使勝食氣
jkbxm	民之爲道也
ymmcv	無友不如己者
lmylm	紅軍隊裏每相違
kjmcg	三曰不敢爲天下先
dqqlv	寄蜉蝣於天地
fmgkf	而萬物與我爲一
wjdll	何日請纓提鋭旅
fpmvc	一雷驚蟄始
ddfwd	吟安一個字
bnmch	驍騰有如此
vcsjs	堆來枕上愁何狀
bhdls	虎兕出於柙
llykk	帝高陽之苗裔兮
jgcjc	時見疏星渡河漢
djcyg	只恐流年暗中換
gsfyc	夏至一陰生
vfddn	反求諸己而已矣
hksmm	田園將蕪胡不歸
jpmdj	工夫在詩外
dmwcj	别夢依稀咒逝川
kbfml	恩愛兩不疑
llgdn	長空雁叫霜晨月
yywww	無竹令人俗
kkktx	故園三十二年前
vlwgm	聲非加疾也
hkdpp	此之謂大丈夫
scrkk	扈江離與辟芷兮
cckwk	滄浪之水濁兮
msrmm	芳林新葉催陳葉
gdcjj	摩訶池上春光早
jbcsn	最愛湖東行不足
cjkkd	汝果欲學詩
lsqkk	綠楊風動舞腰回
rcklr	弄潮兒向濤頭立
krmkj	兒童散學歸來早
jblyl	昆雞長笑老鷹非
snrjc	冰肌玉骨清無汗
sgyqc	屈指西風幾時來
vkcrr	報之以瓊琚
fkkkg	我欲因之夢寥廓
cymcg	生年不滿百
lsvgj	綠遍山原白滿川
cwxcc	流水前波讓後波
lkrcs	小園新種紅櫻樹
hcjjw	自稱臣是酒中仙
wbmpr	何處黃雲是隴間
lskcr	高樓歌酒換離顔
dlwrj	只幾個石頭磨過
dkjmj	金谷時危悟惜才
dlrmd	錦裏開芳宴
sytsl	用箭當用長
wcjvv	人生易老天難老
llght	紅旗捲起農奴戟
mwccm	萬人如海一身藏
kcmhc	欲以觀其妙
wrmjk	人間萬事出艱辛
lpyjc	紅雨隨心翻作浪
ljxkx	皆知善之爲善
fwqwc	再使風俗淳
ssdyw	李杜詩篇萬口傳
mgshw	萬物將自化
cjgjh	沙暖睡鴛鴦
nkljc	能得幾時好
jdwxd	知誤會前番書語
wcwbf	人以食爲天
dvcpk	錢塘湖春行
kkfjv	下學而上達
wkkyf	便卽下階拜
mkfjs	不可一日無此君
sccjv	柳絮飛時花滿城
clcnc	湖光秋月兩相和
qrbqy	留連戲蝶時時舞
rflkg	黑手高懸霸主鞭
kspwj	待到雪化時
jcvkm	知來者之可追
vkkrr	山頂千門次第開
swdkc	二水中分白鷺洲
rygrn	開簾見新月
pgkml	夫物之不齊
gkhfk	攪得周天寒徹
kkllg	得與亡孰病
fcglw	天河掛綠水
kcbfd	可以爲天地母
hjslr	此時相望不相聞
pvkkd	大地微微暖氣吹
wdkrr	但記得斑斑點點
qqgsj	蚍蜉撼樹談何易
knkdl	故能成器長
dcyvj	銀漢無聲轉玉盤
gfrdv	九天開出一成都
lctqh	夜來南風起
ccljl	浮生長恨歡娛少
ybdkj	無辭讓之心
jngwc	明月逐人來
vvmmc	山山黃葉飛
smwws	桃花仙人種桃樹
skbjb	君之視臣如犬馬
wnhdp	全勝羽客醉流霞
dcfsm	吳酒一杯春竹葉
bklbm	爲之於未有
fqdpc	龜蛇鎖大江
gjbsj	則臣視君如腹心
jyklw	上陽白髮人
sslqj	况屬高風晚
bbfkj	馳騁天下之至堅
jkrlr	名與身孰親
wjyjw	任是無情也動人
fsgyn	一樽還酹江月
hsjdd	其次憶吳宮
dcwym	吳娃雙舞醉芙蓉
skbjm	君之視臣如土芥
mkpqr	不得春風花不開
lrwkd	長島人歌動地詩
rwqqc	點水蜻蜓款款飛
xlkgv	弟子入則孝
ykldm	竹下忘言對紫茶
ndlsj	月出於東山之上
fylwg	更無豪傑怕熊羆
ktsmv	三十二蓮峰
hgvmj	自見者不明
pdgmd	大官還有蔗漿寒
wrfkc	侯門一入深似海
jdkkd	悟已往之不諫
fwdkc	一水中分白鷺洲
lmpcc	終歸大海作波濤
wdlsd	假金方用真金鍍
fdfnc	一鉤殘月向西流
lsylv	綠楊陰裏白沙堤
gjbsw	則臣視君如國人
jjkst	早晚復相逢
hlvml	自矜者不長
smfrt	鬱郁乎文哉
wwmgn	今人不見古時月
wclgc	人生幾度秋涼
mpqsd	暮雲收盡溢清寒
mkkfm	不可得而聞也
fsccg	一片汪洋都不見
llwmg	曲終人不見
cgccp	洞庭波湧連天雪
cfyqg	潭面無風鏡未磨
glmnf	眸子不能掩其惡
fwfvv	更加衆志成城
llgvf	纖纖擢素手
fcpjy	天香雲外飄
mnbgd	燕然未勒歸無計
mvkkw	黃山四千仞
lmqqg	穿花蛺蝶深深見
ryjdg	端午臨中夏
wmlft	何有於我哉
lwlft	帝力於我何有哉
jsddr	星橋鐵鎖開
whsrm	領異標新二月花
nkkky	月行卻與人相隨
wjgcs	水是眼波橫
wjmbc	使民不爲盜
brvsm	未聞弑君也
svkld	相去復幾許
tsdmw	火樹銀花合
gmkqk	九萬里風鵬正舉
lckbh	高以下爲基
mcmlr	歸來華髮蒼顔
wrckr	人間那得幾回聞
mjmdm	不是花中偏愛菊
cbbck	乘騏驥以馳騁兮
mjghf	不忍見其死
jnjyf	明月明年何處看
cjmmn	世上英雄本無主
llfvm	交結五都雄
cmksp	渺萬里層雲
ctjvm	飛焰照山棲鳥驚
ssvbj	致君堯舜上
nkfvk	能行五者於天下
hrlmm	迥立向蒼蒼
ldfmc	就中更有痴兒女
rybmt	開箱驗取石榴裙
pgtpc	雪壓冬雲白絮飛
clwmr	登高會昔聞
ccvnw	溪澗豈能留得住
mmjjl	師不必賢於弟子
skbjn	君之視臣如手足
